 -0.15000E-01 -0.48000E-01  0.43832E-01  0.58467E-01 -0.81201E-02  0.12500E-01
 -0.15000E-01 -0.46000E-01  0.28341E-01  0.58069E-01 -0.94989E-02  0.19007E-01
 -0.15000E-01 -0.44000E-01  0.12823E-01  0.59150E-01 -0.95000E-02  0.25408E-01
 -0.15000E-01 -0.42000E-01 -0.34460E-02  0.57529E-01 -0.95000E-02  0.29618E-01
 -0.15000E-01 -0.40000E-01 -0.21997E-01  0.59150E-01 -0.95263E-02  0.30224E-01
 -0.15000E-01 -0.38000E-01 -0.45975E-01  0.60975E-01 -0.95263E-02  0.30352E-01
 -0.15000E-01 -0.36000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.30500E-01
 -0.15000E-01 -0.34000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.30700E-01
 -0.15000E-01 -0.32000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.30800E-01
 -0.15000E-01 -0.30000E-01 -0.51475E-01  0.55475E-01 -0.95263E-02  0.31000E-01
 -0.15000E-01 -0.28000E-01 -0.51475E-01  0.55475E-01 -0.95263E-02  0.31120E-01
 -0.15000E-01 -0.26000E-01 -0.51475E-01  0.55475E-01 -0.95263E-02  0.31300E-01
 -0.15000E-01 -0.24000E-01 -0.51475E-01  0.55475E-01 -0.95263E-02  0.31415E-01
 -0.15000E-01 -0.22000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.31600E-01
 -0.15000E-01 -0.20000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.31700E-01
 -0.15000E-01 -0.18000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.31900E-01
 -0.15000E-01 -0.16000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.32000E-01
 -0.15000E-01 -0.14000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.32200E-01
 -0.15000E-01 -0.12000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.32300E-01
 -0.15000E-01 -0.10000E-01 -0.51475E-01  0.55475E-01 -0.95263E-02  0.32500E-01
 -0.15000E-01 -0.80000E-02 -0.51475E-01  0.55475E-01 -0.95263E-02  0.32600E-01
 -0.15000E-01 -0.60000E-02 -0.51475E-01  0.55475E-01 -0.95263E-02  0.32800E-01
 -0.15000E-01 -0.40000E-02 -0.51975E-01  0.54975E-01 -0.95263E-02  0.32900E-01
 -0.15000E-01 -0.20000E-02 -0.51975E-01  0.54975E-01 -0.95263E-02  0.33100E-01
 -0.15000E-01  0.00000E+00 -0.51975E-01  0.54975E-01 -0.95263E-02  0.33200E-01
 -0.15000E-01  0.20000E-02 -0.51975E-01  0.54975E-01 -0.95263E-02  0.33300E-01
 -0.15000E-01  0.40000E-02 -0.51975E-01  0.54975E-01 -0.95263E-02  0.33500E-01
 -0.15000E-01  0.60000E-02 -0.51975E-01  0.54975E-01 -0.95263E-02  0.33600E-01
 -0.15000E-01  0.80000E-02 -0.53493E-01  0.54975E-01 -0.95263E-02  0.33800E-01
 -0.15000E-01  0.10000E-01 -0.52387E-01  0.55475E-01 -0.95263E-02  0.33900E-01
 -0.15000E-01  0.12000E-01 -0.51521E-01  0.55475E-01 -0.95263E-02  0.37025E-01
 -0.15000E-01  0.14000E-01 -0.51475E-01  0.55475E-01 -0.95263E-02  0.36511E-01
 -0.15000E-01  0.16000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.37989E-01
 -0.15000E-01  0.18000E-01 -0.51975E-01  0.54975E-01 -0.95263E-02  0.37603E-01
 -0.15000E-01  0.20000E-01 -0.52475E-01  0.53983E-01 -0.95263E-02  0.37025E-01
 -0.15000E-01  0.22000E-01 -0.52975E-01  0.52695E-01 -0.95000E-02  0.36446E-01
 -0.15000E-01  0.24000E-01 -0.53081E-01  0.51407E-01 -0.95000E-02  0.35932E-01
 -0.15000E-01  0.26000E-01 -0.52703E-01  0.50210E-01 -0.95000E-02  0.36125E-01
 -0.15000E-01  0.28000E-01 -0.52513E-01  0.48922E-01 -0.95000E-02  0.36125E-01
 -0.15000E-01  0.30000E-01 -0.52225E-01  0.47635E-01 -0.95000E-02  0.42133E-01
 -0.15000E-01  0.32000E-01 -0.52127E-01  0.46256E-01 -0.95000E-02  0.41903E-01
 -0.15000E-01  0.34000E-01 -0.51665E-01  0.44411E-01 -0.95000E-02  0.40294E-01
 -0.15000E-01  0.36000E-01 -0.51021E-01  0.38657E-01 -0.95000E-02  0.38310E-01
 -0.15000E-01  0.38000E-01 -0.50476E-01  0.37419E-01 -0.95000E-02  0.42955E-01
 -0.15000E-01  0.40000E-01 -0.50021E-01  0.28330E-01 -0.95000E-02  0.41223E-01
 -0.15000E-01  0.42000E-01 -0.49574E-01  0.20121E-01 -0.95000E-02  0.42944E-01
 -0.15000E-01  0.44000E-01 -0.49218E-01  0.12872E-01 -0.95000E-02  0.42944E-01
 -0.15000E-01  0.46000E-01 -0.48772E-01  0.92112E-02 -0.95000E-02  0.40783E-01
 -0.15000E-01  0.48000E-01 -0.49435E-01  0.13117E-02 -0.95000E-02  0.42938E-01
 -0.15000E-01  0.50000E-01 -0.51026E-01 -0.53499E-02 -0.95000E-02  0.42938E-01
 -0.13846E-01 -0.48000E-01  0.44091E-01  0.59233E-01 -0.96521E-02  0.12600E-01
 -0.13846E-01 -0.46000E-01  0.28529E-01  0.59714E-01 -0.10565E-01  0.18400E-01
 -0.13846E-01 -0.44000E-01  0.13011E-01  0.61029E-01 -0.10565E-01  0.24817E-01
 -0.13846E-01 -0.42000E-01 -0.35701E-02  0.57324E-01 -0.10571E-01  0.28925E-01
 -0.13846E-01 -0.40000E-01 -0.22625E-01  0.58468E-01 -0.10571E-01  0.29878E-01
 -0.13846E-01 -0.38000E-01 -0.46672E-01  0.60574E-01 -0.10600E-01  0.30037E-01
 -0.13846E-01 -0.36000E-01 -0.57589E-01  0.60983E-01 -0.10600E-01  0.30200E-01
 -0.13846E-01 -0.34000E-01 -0.57392E-01  0.60983E-01 -0.10600E-01  0.30300E-01
 -0.13846E-01 -0.32000E-01 -0.57195E-01  0.60983E-01 -0.10600E-01  0.30500E-01
 -0.13846E-01 -0.30000E-01 -0.56998E-01  0.60983E-01 -0.10600E-01  0.30627E-01
 -0.13846E-01 -0.28000E-01 -0.56892E-01  0.60990E-01 -0.10600E-01  0.30800E-01
 -0.13846E-01 -0.26000E-01 -0.56695E-01  0.60793E-01 -0.10600E-01  0.30923E-01
 -0.13846E-01 -0.24000E-01 -0.56498E-01  0.60596E-01 -0.10600E-01  0.31100E-01
 -0.13846E-01 -0.22000E-01 -0.56400E-01  0.60400E-01 -0.10600E-01  0.31218E-01
 -0.13846E-01 -0.20000E-01 -0.56013E-01  0.60293E-01 -0.10600E-01  0.31400E-01
 -0.13846E-01 -0.18000E-01 -0.55915E-01  0.60096E-01 -0.10600E-01  0.31514E-01
 -0.13846E-01 -0.16000E-01 -0.55718E-01  0.59998E-01 -0.10600E-01  0.31700E-01
 -0.13846E-01 -0.14000E-01 -0.55521E-01  0.59801E-01 -0.10600E-01  0.31809E-01
 -0.13846E-01 -0.12000E-01 -0.55422E-01  0.59604E-01 -0.10600E-01  0.32000E-01
 -0.13846E-01 -0.10000E-01 -0.55415E-01  0.59316E-01 -0.10600E-01  0.32105E-01
 -0.13846E-01 -0.80000E-02 -0.55218E-01  0.59119E-01 -0.10600E-01  0.32300E-01
 -0.13846E-01 -0.60000E-02 -0.55021E-01  0.58922E-01 -0.10600E-01  0.32400E-01
 -0.13846E-01 -0.40000E-02 -0.54922E-01  0.58725E-01 -0.10600E-01  0.32600E-01
 -0.13846E-01 -0.20000E-02 -0.54634E-01  0.58718E-01 -0.10600E-01  0.32700E-01
 -0.13846E-01  0.00000E+00 -0.54536E-01  0.58619E-01 -0.10600E-01  0.32900E-01
 -0.13846E-01  0.20000E-02 -0.54339E-01  0.58422E-01 -0.10600E-01  0.33000E-01
 -0.13846E-01  0.40000E-02 -0.54240E-01  0.58225E-01 -0.10600E-01  0.33200E-01
 -0.13846E-01  0.60000E-02 -0.54044E-01  0.58127E-01 -0.10571E-01  0.33300E-01
 -0.13846E-01  0.80000E-02 -0.53945E-01  0.57930E-01 -0.10571E-01  0.33500E-01
 -0.13846E-01  0.10000E-01 -0.53839E-01  0.57642E-01 -0.10571E-01  0.33600E-01
 -0.13846E-01  0.12000E-01 -0.53740E-01  0.57544E-01 -0.10571E-01  0.33700E-01
 -0.13846E-01  0.14000E-01 -0.53642E-01  0.57347E-01 -0.10571E-01  0.37089E-01
 -0.13846E-01  0.16000E-01 -0.53354E-01  0.56748E-01 -0.10571E-01  0.36896E-01
 -0.13846E-01  0.18000E-01 -0.53256E-01  0.55369E-01 -0.10571E-01  0.38118E-01
 -0.13846E-01  0.20000E-01 -0.52968E-01  0.53983E-01 -0.10571E-01  0.37539E-01
