 -2.59208      0.         0.         0.         0.      12.93520
 -1.90339   -0.38579      0.         0.         0.      19.43927
     0.        0.      -0.40000   -0.16481      0.         0.
     0.        0.      2.88986    -1.30932      0.         0.
 2.57675    -0.49903      0.         0.      1.00000    -0.63103
     0.        0.         0.         0.         0.      1.00000
