
 0.3690E+01 0.3207E+01 0.1422E+01 0.3822E+00 0.8254E-01
 0.1705E-01 0.3733E-02 0.9157E-03 0.4235E-03 0.2979E-03
 0.2459E-03 0.1573E-03 0.8493E-04 0.3354E-04 0.4752E-05
 0.7721E-06 0.1092E-06 0.1147E-07 0.1802E-08 0.5034E-10
 0.1454E-11 0.5293E-13 0.3904E-12 0.3769E-12

 0.3091E+01 0.2717E+01 0.1246E+01 0.3419E+00 0.7677E-01
 0.1643E-01 0.3704E-02 0.9281E-03 0.4358E-03 0.3081E-03
 0.2547E-03 0.1628E-03 0.8755E-04 0.3447E-04 0.4850E-05
 0.7946E-06 0.1121E-06 0.1179E-07 0.1855E-08 0.5140E-10
 0.1491E-11 0.5397E-13 0.4011E-12 0.3873E-12

 0.2533E+01 0.2252E+01 0.1054E+01 0.3003E+00 0.7020E-01
 0.1557E-01 0.3612E-02 0.9247E-03 0.4404E-03 0.3127E-03
 0.2589E-03 0.1654E-03 0.8864E-04 0.3497E-04 0.4902E-05
 0.8029E-06 0.1130E-06 0.1197E-07 0.1877E-08 0.5127E-10
 0.1509E-11 0.5465E-13 0.4046E-12 0.3908E-12

 0.8143E+00 0.7728E+00 0.4153E+00 0.1484E+00 0.4332E-01
 0.1150E-01 0.3045E-02 0.8695E-03 0.4350E-03 0.3130E-03
 0.2596E-03 0.1654E-03 0.8733E-04 0.3388E-04 0.4828E-05
 0.7926E-06 0.1098E-06 0.1226E-07 0.1889E-08 0.5053E-10
 0.1543E-11 0.5630E-13 0.3965E-12 0.3836E-12

 0.6863E-01 0.4747E-01 0.4380E-01 0.3059E-01 0.1419E-01
 0.4928E-02 0.1593E-02 0.5968E-03 0.3677E-03 0.2897E-03
 0.2521E-03 0.1689E-03 0.8963E-04 0.3349E-04 0.4891E-05
 0.8000E-06 0.1107E-06 0.1057E-07 0.1765E-08 0.5410E-10
 0.1919E-11 0.5018E-13 0.2537E-12 0.3431E-12

 0.9531E-01 0.3737E-02 0.5726E-02 0.7443E-02 0.5027E-02
 0.2445E-02 0.1043E-02 0.5089E-03 0.2985E-03 0.2271E-03
 0.1924E-03 0.1261E-03 0.6605E-04 0.2617E-04 0.3991E-05
 0.6474E-06 0.8427E-07 0.9222E-08 0.1645E-08 0.4866E-10
 0.1693E-11 0.3978E-13 0.2817E-12 0.2729E-12

 0.1564E+00 0.4370E-01 0.1780E-01 0.4756E-02 0.1687E-02
 0.9350E-03 0.5470E-03 0.3080E-03 0.1895E-03 0.1424E-03
 0.1203E-03 0.8456E-04 0.5210E-04 0.2791E-04 0.4664E-05
 0.6579E-06 0.7597E-07 0.7815E-08 0.1769E-08 0.5464E-10
 0.1863E-11 0.3217E-13 0.2859E-12 0.2755E-12

 0.6989E-01 0.9727E-02 0.5160E-02 0.1952E-02 0.8500E-03
 0.4759E-03 0.2664E-03 0.1393E-03 0.8798E-04 0.6694E-04
 0.5811E-04 0.5068E-04 0.4516E-04 0.3172E-04 0.6599E-05
 0.8071E-06 0.7854E-07 0.7412E-08 0.1907E-08 0.8112E-10
 0.2607E-11 0.6185E-13 0.3542E-12 0.3365E-12

 0.1767E-01 0.8186E-03 0.6267E-03 0.4890E-03 0.3459E-03
 0.2121E-03 0.1132E-03 0.5785E-04 0.3797E-04 0.3085E-04
 0.2880E-04 0.3188E-04 0.3927E-04 0.3245E-04 0.8716E-05
 0.1037E-05 0.8823E-07 0.7303E-08 0.2051E-08 0.1261E-09
 0.5147E-11 0.8563E-13 0.3918E-12 0.3720E-12

 0.3597E-02 0.5093E-03 0.3892E-03 0.2702E-03 0.1651E-03
 0.9812E-04 0.5394E-04 0.2844E-04 0.1963E-04 0.1686E-04
 0.1678E-04 0.2102E-04 0.3053E-04 0.2866E-04 0.9376E-05
 0.1293E-05 0.1050E-06 0.7481E-08 0.2146E-08 0.1576E-09
 0.7291E-11 0.9390E-13 0.3518E-12 0.3399E-12

 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00

 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00

 0.1412E+03 0.1200E+03 0.6060E+02 0.1587E+02 0.2709E+01 
 0.3805E+00 0.5289E-01 0.7752E-02 0.1371E-02 0.3729E-03
 0.1117E-03 0.1264E-04 0.9366E-04 0.5424E-04 0.7049E-05
 0.2291E-06 0.7078E-08 0.2227E-08 0.2060E-09 0.9734E-11
 0.8354E-14 0.9110E-12 0.7370E-12 0.6725E-12

 0.1027E+03 0.8741E+02 0.4447E+02 0.1182E+02 0.2060E+01
 0.2983E+00 0.4217E-01 0.6116E-02 0.1091E-02 0.2979E-03
 0.9875E-04 0.1080E-04 0.7596E-04 0.4427E-04 0.5705E-05
 0.1846E-06 0.5484E-08 0.1936E-08 0.1611E-09 0.7711E-11
 0.6777E-14 0.7495E-12 0.6011E-12 0.5487E-12

 0.7013E+02 0.5987E+02 0.3080E+02 0.8355E+01 0.1503E+01
 0.3238E+00 0.3293E-01 0.4739E-02 0.8542E-03 0.2363E-03
 0.7299E-04 0.9997E-05 0.6089E-04 0.3568E-04 0.4547E-05
 0.1466E-06 0.4134E-08 0.1750E-08 0.1203E-09 0.5706E-11
 0.5372E-14 0.6107E-12 0.4843E-12 0.4422E-12

 0.5161E+02 0.4418E+02 0.2300E+02 0.6404E+01 0.1185E+01
 0.1827E+00 0.2777E-01 0.3978E-02 0.7278E-03 0.2056E-03
 0.6627E-04 0.1059E-04 0.5281E-04 0.3097E-04 0.3912E-05
 0.1258E-06 0.3393E-08 0.1667E-08 0.1020E-09 0.4591E-11
 0.4552E-14 0.5359E-12 0.4207E-12 0.3844E-12

 0.3945E+02 0.3388E+02 0.1786E+02 0.5098E+01 0.9739E+00
 0.1554E+00 0.2438E-01 0.3490E-02 0.6513E-03 0.1896E-03
 0.6477E-04 0.1210E-04 0.4782E-04 0.3795E-04 0.3502E-05
 0.1126E-06 0.2940E-08 0.1636E-08 0.8859E-10 0.3873E-11
 0.3981E-14 0.4885E-12 0.3800E-12 0.3474E-12

 0.3083E+02 0.2655E+02 0.1419E+02 0.4158E+01 0.8211E+00
 0.1357E+00 0.2191E-01 0.3153E-02 0.6031E-03 0.1824E-03
 0.6681E-04 0.1438E-04 0.4450E-04 0.2580E-04 0.3212E-05
 0.1032E-06 0.2664E-08 0.1630E-08 0.7926E-10 0.3373E-11
 0.3524E-14 0.4553E-12 0.3514E-12 0.3214E-12

 0.1027E+02 0.9021E+01 0.3224E+01 0.1792E+01 0.4282E+00
 0.8468E-01 0.1588E-01 0.2459E-02 0.5663E-03 0.2204E-03
 0.1130E-03 0.3622E-04 0.2891E-04 0.2033E-04 0.2476E-05
 0.8137E-07 0.2976E-08 0.1696E-08 0.5816E-10 0.2215E-11
 0.2168E-14 0.3700E-12 0.2780E-12 0.2547E-12

 0.1258E+01 0.1175E+01 0.8624E+00 0.4358E+00 0.1547E+00
 0.4304E-01 0.1070E-01 0.2218E-02 0.7204E-03 0.3757E-03
 0.2432E-03 0.9300E-04 0.4297E-04 0.1660E-04 0.1996E-05
 0.7416E-07 0.4000E-08 0.1635E-08 0.5961E-10 0.1830E-11
 0.1800E-14 0.2989E-12 0.2223E-12 0.2040E-12

 0.2935E-01 0.3410E-01 0.4802E-01 0.5202E-01 0.3459E-01
 0.1634E-01 0.6497E-02 0.2400E-02 0.1129E-02 0.7212E-03
 0.5271E-03 0.2291E-03 0.6907E-04 0.1770E-04 0.2042E-05
 0.1075E-06 0.6890E-08 0.1373E-08 0.1107E-09 0.2125E-11
 0.2594E-14 0.2290E-12 0.1776E-12 0.1625E-12

 0.7419E-01 0.6417E-01 0.3640E-01 0.1573E-01 0.8251E-02
 0.5047E-02 0.2965E-02 0.1669E-02 0.9861E-03 0.7113E-03
 0.5626E-03 0.2987E-03 0.1327E-03 0.3704E-04 0.4377E-05
 0.3191E-06 0.1557E-07 0.1302E-08 0.1793E-09 0.2603E-11
 0.1852E-13 0.2082E-12 0.1602E-12 0.1461E-12

 0.1203E-01 0.1154E-01 0.9345E-02 0.5912E-02 0.3387E-02
 0.2037E-02 0.1242E-02 0.7529E-03 0.4899E-03 0.3790E-03
 0.3143E-03 0.2029E-03 0.1532E-03 0.6074E-04 0.9111E-05
 0.6881E-06 0.3155E-07 0.1437E-08 0.1780E-09 0.9470E-11
 0.1862E-12 0.2410E-12 0.1723E-12 0.1579E-12

 0.6068E-04 0.2856E-04 0.2707E-03 0.7559E-03 0.7623E-03
 0.5798E-03 0.4147E-03 0.2915E-03 0.2205E-03 0.1883E-03
 0.1665E-03 0.1351E-03 0.1276E-03 0.7027E-04 0.1418E-04
 0.1185E-05 0.5745E-07 0.2076E-08 0.1614E-09 0.1903E-10
 0.6436E-12 0.2442E-12 0.1760E-12 0.1612E-12

 0.2031E-03 0.1613E-03 0.7214E-04 0.5310E-04 0.7521E-04
 0.9234E-04 0.9572E-04 0.9228E-04 0.8866E-04 0.8713E-04
 0.8578E-04 0.8695E-04 0.8871E-04 0.6582E-04 0.1759E-04
 0.1748E-05 0.9418E-07 0.3867E-08 0.1408E-09 0.2745E-10
 0.1441E-11 0.2364E-12 0.1769E-12 0.1612E-12

 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
